"theme","reading","value","timestamp","sensor_name","lon","lat"
"Air Quality","NO2","69.31935948177662",2016-10-31 00:10:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:10:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","10.469247175710196",2016-10-31 00:10:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","4.6547183342776704e-24",2016-10-31 00:11:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","69.06850629084613",2016-10-31 00:11:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","9.422322458139176",2016-10-31 00:11:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:11:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:11:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","4.189246500849904e-24",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","8.480090212325258",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","69.0087598410723",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","4.189246500849904e-24",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","69.0087598410723",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","8.480090212325258",2016-10-31 00:12:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","3.770321850764913e-24",2016-10-31 00:14:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","7.809888890564616",2016-10-31 00:14:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:14:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.9258818560518",2016-10-31 00:14:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:14:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","3.393289665688422e-24",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","7.769880160328389",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.86970687978493",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","3.393289665688422e-24",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.86970687978493",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","7.769880160328389",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:15:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","3.05396069911958e-24",2016-10-31 00:17:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:17:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:17:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","69.04333507933573",2016-10-31 00:17:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","6.992892144295551",2016-10-31 00:17:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.7485646292076218e-24",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","6.293602929865996",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.97018138424083",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.7485646292076218e-24",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","6.293602929865996",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.97018138424083",2016-10-31 00:18:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.4737081662868595e-24",2016-10-31 00:20:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","5.664242636879396",2016-10-31 00:20:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:20:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.90706789109312",2016-10-31 00:20:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:20:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.2263373496581738e-24",2016-10-31 00:21:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.81610896355535",2016-10-31 00:21:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","11.08304683745448",2016-10-31 00:21:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:21:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:21:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.0037036146923564e-24",2016-10-31 00:22:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:22:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:22:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","11.02635032826992",2016-10-31 00:22:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.74760672087682",2016-10-31 00:22:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.8033332532231208e-24",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.64660743028557",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","10.605204755255428",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.8033332532231208e-24",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.64660743028557",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","10.605204755255428",2016-10-31 00:23:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.6229999279008088e-24",2016-10-31 00:25:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:25:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.82235171817216",2016-10-31 00:25:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:25:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","9.544684279729886",2016-10-31 00:25:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.460699935110728e-24",2016-10-31 00:26:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.7671811098955",2016-10-31 00:26:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:26:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","12.639216285826986",2016-10-31 00:26:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:26:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.3146299415996553e-24",2016-10-31 00:27:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.75215167732757",2016-10-31 00:27:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","11.375294657244288",2016-10-31 00:27:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:27:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:27:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.1831669474396898e-24",2016-10-31 00:28:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.60448855951607",2016-10-31 00:28:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:28:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","10.237765191519859",2016-10-31 00:28:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:28:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.0648502526957208e-24",2016-10-31 00:29:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","9.213988672367874",2016-10-31 00:29:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:29:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.65399330811962",2016-10-31 00:29:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:29:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","9.583652274261487e-25",2016-10-31 00:30:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:30:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","8.849283012068586",2016-10-31 00:30:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.37458735872579",2016-10-31 00:30:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:30:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","8.62528704683534e-25",2016-10-31 00:31:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:31:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:31:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.11569866809505",2016-10-31 00:31:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","12.077741124736729",2016-10-31 00:31:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","7.762758342151805e-25",2016-10-31 00:32:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:32:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.11796182787286",2016-10-31 00:32:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","10.869967012263057",2016-10-31 00:32:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:32:11,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","6.986482507936625e-25",2016-10-31 00:33:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:33:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","10.835774727247497",2016-10-31 00:33:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.96494788254464",2016-10-31 00:33:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.3",2016-10-31 00:33:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","5.659050831428666e-25",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.90577323211714",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","11.037923852748563",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","5.659050831428666e-25",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","11.037923852748563",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.90577323211714",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:35:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","5.0931457482858e-25",2016-10-31 00:36:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.01588453800035",2016-10-31 00:36:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:36:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","11.851962244875514",2016-10-31 00:36:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:36:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","4.58383117345722e-25",2016-10-31 00:37:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.10777140322803",2016-10-31 00:37:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:37:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","10.666766020387962",2016-10-31 00:37:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:37:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","4.125448056111498e-25",2016-10-31 00:38:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:38:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.73491460066549",2016-10-31 00:38:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:38:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","9.600089418349166",2016-10-31 00:38:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","3.7129032505003485e-25",2016-10-31 00:39:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:39:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.39219551081239",2016-10-31 00:39:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:39:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","9.32156993632675",2016-10-31 00:39:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","3.3416129254503137e-25",2016-10-31 00:40:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:40:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","8.389412942694076",2016-10-31 00:40:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:40:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.85205655014967",2016-10-31 00:40:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","3.0074516329052822e-25",2016-10-31 00:41:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:41:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:41:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.92124694196505",2016-10-31 00:41:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","7.550471648424669",2016-10-31 00:41:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.7067064696147542e-25",2016-10-31 00:42:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:42:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:42:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.97118923839926",2016-10-31 00:42:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","6.7954244835822015",2016-10-31 00:42:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.436035822653279e-25",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.91943856414677",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","6.115882035223981",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.436035822653279e-25",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.91943856414677",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","6.115882035223981",2016-10-31 00:43:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","2.192432240387951e-25",2016-10-31 00:45:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:45:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.06104370643908",2016-10-31 00:45:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:45:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","5.504293831701583",2016-10-31 00:45:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.9731890163491562e-25",2016-10-31 00:46:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","68.00744861901275",2016-10-31 00:46:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:46:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:46:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","4.953864448531425",2016-10-31 00:46:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.7758701147142406e-25",2016-10-31 00:47:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:47:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","4.458478003678282",2016-10-31 00:47:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO2","67.84150199928217",2016-10-31 00:47:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Humidity","90.5",2016-10-31 00:47:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","CO","1.5982831032428166e-25",2016-10-31 00:48:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Weather","Temperature","10.2",2016-10-31 00:48:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
"Air Quality","NO","4.742995005764221",2016-10-31 00:48:12,"new_new_emote_1102",-1.6238503387269,54.972338816641
